SOURCE: Data,SOURCE: Related article,METHODS:                  Sampling/Analysis,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,DEPTH (m),Trichodesmium nifH Gene (x106 copies m-3),Trichodesmium Biomass Conversion factor (mg C/106 nifH copies),Trichodesmium Biomass (mg C m-3),UCYN-A nifH Gene (x106 copies m-3),UCYN-A Biomass Conversion factor (mg C/106 nifH copies),UCYN-B nifH Gene (x106 copies m-3),UCYN-B Biomass Conversion factor (mg C/106 nifH copies),UCYN-C nifH Gene (x106 copies m-3),UCYN-C Biomass Conversion factor (mg C/106 nifH copies),UCYN Biomass (mg C m-3),Richelia Associated Species,Richelia nifH Gene (x106 copies m-3),Richelia Biomass Conversion factor (mg C/106 nifH copies),Calothrix Associated Species,Calothrix nifH Gene  (x106 copies m-3),Calothrix Biomass Conversion factor (mg C/106 nifH copies),Heterocyst (Richelia & Calotrhix) Biomass (mg C m-3),Total Diazotrophic Biomass (mg C m-3),Temperature (˚C),Salinity (PSU),Nitrate (µM),Phosphate (µM),Fe (nM),Chlorophyll  (mg m-3),Notes,Gamma A nifH Gene (x106 copies/m3),Gamma P nifH Gene (x106 copies/m3),CIII nifH Gene (x106 copies/m3)
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de",,qPCR,2008-07-15,24.51,-109.00,25,9.7500,0.3,2.925 ,,,0.0000,0.02,,,0.0000,"Rhizosolenia,Hemiaulus",21.4100,0.01,,,,0.2141,3.139,26.28,34.87,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de",,qPCR,2008-07-15,24.51,-109.00,15,6.1800,0.3,1.854 ,,,0.0000,0.02,,,0.0000,"Rhizosolenia,Hemiaulus",12.2480,0.01,,,,0.1225,1.976,27.26,35.09,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de",,qPCR,2008-07-15,24.51,-109.00,5,3.0000,0.3,0.900 ,,,0.0000,0.02,,,0.0000,"Rhizosolenia,Hemiaulus",18.7100,0.01,,,,0.1871,1.087,28.83,34.99,,,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de",,qPCR,2008-07-15,24.51,-109.00,0,6.0300,0.3,1.809 ,,,0.0000,0.02,,,0.0000,"Rhizosolenia,Hemiaulus",6.6300,0.01,,,,0.0663,1.875,28.87,34.99,,,,,,,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-10,21.00,115.00,0,4.9239,0.3,1.477 ,1.5531,0.0002,1.0789,0.02,,,0.0219,,,,,,,,1.499,28.20,33.51,0.000,0.010,,,"Sampling dates estimated, cruise in January 2010",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-10,21.00,115.00,25,14.2510,0.3,4.275 ,1.5531,0.0002,1.5531,0.02,,,0.0314,,,,,,,,4.307,28.20,33.56,0.000,0.030,,0.17,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-10,21.00,115.00,50,0.4083,0.3,0.122 ,0.0100,0.0002,0.0100,0.02,,,0.0002,,,,,,,,0.123,26.60,33.81,0.292,0.000,,0.25,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-10,21.00,115.00,75,1.4616,0.3,0.438 ,0.0100,0.0002,0.0100,0.02,,,0.0002,,,,,,,,0.439,23.90,34.10,4.292,0.330,,0.51,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-10,21.00,115.00,100,,,,0.0100,0.0002,0.0100,0.02,,,0.0002,,,,,,,,0.000,,,,,,0.30,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-10,21.00,115.00,125,,,,0.0100,0.0002,,,,,0.0000,,,,,,,,0.000,,,,,,,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-10,21.00,115.00,150,,,,0.0100,0.0002,,,,,0.0000,,,,,,,,0.000,,,,,,,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-15,19.80,116.00,0,6.2777,0.3,1.883 ,0.9555,0.0002,1.1464,0.02,,,0.0231,Rhizosolenia,1.7537,0.01,,,,0.0175,1.924,29.70,33.67,0.000,0.010,,0.12,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-15,19.80,116.00,25,9.8993,0.3,2.970 ,1.3755,0.0002,1.0153,0.02,,,0.0206,Rhizosolenia,2.1042,0.01,,,,0.0210,3.011,29.60,33.64,0.000,0.020,,0.11,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-15,19.80,116.00,50,29.5345,0.3,8.860 ,134.7939,0.0002,0.0100,0.02,,,0.0272,Rhizosolenia,3.2188,0.01,,,,0.0322,8.920,25.90,34.05,0.125,0.050,,0.30,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-15,19.80,116.00,75,1.8635,0.3,0.559 ,0.8462,0.0002,0.0100,0.02,,,0.0004,Rhizosolenia,0.0100,0.01,,,,0.0001,0.560,21.90,34.35,4.792,0.395,,0.23,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-15,19.80,116.00,100,1.3755,0.3,0.413 ,1.1464,0.0002,0.0100,0.02,,,0.0004,Rhizosolenia,0.0100,0.01,,,,0.0001,0.413,19.80,34.51,10.583,0.724,,0.09,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-15,19.80,116.00,125,0.0100,0.3,0.003 ,0.8992,0.0002,,,,,0.0002,,,,,,,,0.003,18.20,34.56,11.792,0.796,,0.06,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-15,19.80,116.00,150,32.3512,0.3,9.705 ,0.0100,0.0002,,,,,0.0000,,,,,,,,9.705,16.70,34.60,13.833,0.963,,0.02,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-20,18.70,117.30,0,12.6211,0.3,3.786 ,2.0412,0.0002,2.7654,0.02,,,0.0557,Rhizosolenia,0.7053,0.01,,,,0.0071,3.849,29.80,33.60,0.000,0.029,,0.06,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-20,18.70,117.30,25,19.3070,0.3,5.792 ,15.6101,0.0002,6.4713,0.02,,,0.1325,Rhizosolenia,1.4179,0.01,,,,0.0142,5.939,28.70,33.72,0.000,0.023,,0.20,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-20,18.70,117.30,50,0.5050,0.3,0.152 ,0.0100,0.0002,0.0100,0.02,,,0.0002,Rhizosolenia,0.0100,0.01,,,,0.0001,0.152,24.40,34.06,0.417,0.101,,0.19,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-20,18.70,117.30,75,0.0100,0.3,0.003 ,0.0100,0.0002,0.0100,0.02,,,0.0002,Rhizosolenia,0.4472,0.01,,,,0.0045,0.008,21.80,34.32,6.542,0.488,,0.41,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-20,18.70,117.30,100,0.0100,0.3,0.003 ,0.0100,0.0002,0.0100,0.02,,,0.0002,,,,,,,,0.003,20.10,34.46,9.917,0.718,,0.16,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-20,18.70,117.30,125,0.0100,0.3,0.003 ,0.0100,0.0002,,,,,0.0000,,,,,,,,0.003,18.40,34.52,11.625,1.050,,0.04,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-20,18.70,117.30,150,0.0100,0.3,0.003 ,0.0100,0.0002,,,,,0.0000,,,,,,,,0.003,16.70,34.57,16.458,1.139,,0.01,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-25,18.00,118.00,0,7.3070,0.3,2.192 ,0.7963,0.0002,5.0757,0.02,,,0.1017,Rhizosolenia,2.0412,0.01,,,,0.0204,2.314,28.70,33.39,0.000,0.020,,0.09,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-25,18.00,118.00,25,22.4723,0.3,6.742 ,0.2364,0.0002,3.4203,0.02,,,0.0685,Rhizosolenia,0.6059,0.01,,,,0.0061,6.816,28.60,33.40,0.000,0.023,,0.10,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-25,18.00,118.00,50,21.8003,0.3,6.540 ,0.0100,0.0002,0.0100,0.02,,,0.0002,Rhizosolenia,0.0100,0.01,,,,0.0001,6.540,27.80,33.53,0.125,0.046,,0.28,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-25,18.00,118.00,75,6.6708,0.3,2.001 ,0.0100,0.0002,0.0100,0.02,,,0.0002,Rhizosolenia,0.0100,0.01,,,,0.0001,2.002,23.50,34.14,0.208,0.141,,0.48,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-25,18.00,118.00,100,1095.3690,0.3,328.611 ,0.0100,0.0002,0.0100,0.02,,,0.0002,Rhizosolenia,0.0100,0.01,,,,0.0001,328.611,21.10,34.32,11.583,0.802,,0.10,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-25,18.00,118.00,125,134.7939,0.3,40.438 ,0.0100,0.0002,,,,,0.0000,,,,,,,,40.438,19.30,34.46,12.750,0.874,,0.16,"Sampling dates estimated, cruise in August 2009",,,
,"Kong et al. (2011), doi:10.3354/ame01531",qPCR,2009-08-25,18.00,118.00,150,119.3777,0.3,35.813 ,0.0100,0.0002,,,,,0.0000,,,,,,,,35.813,17.30,34.56,15.208,1.038,,0.02,"Sampling dates estimated, cruise in August 2009",,,
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-16,11.00,-56.64,5,1.1542,0.3,0.346 ,0.7993,0.0002,0.0000,0.02,0.0000,0.01,0.0002,,,,,,,,0.346,28.65,35.01,0.000,0.020,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.91,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-16,11.00,-56.64,80,0.6960,0.3,0.209 ,0.0000,0.0002,0.0000,0.02,0.0000,0.01,0.0000,,,,,,,,0.209,22.96,35.63,2.350,0.130,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.00,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-16,11.00,-55.58,5,1.2985,0.3,0.390 ,0.0000,0.0002,0.0000,0.02,1.2520,0.01,0.0125,,,,,,,,0.402,28.85,35.44,0.070,0.020,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",2.74,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-16,11.00,-55.58,80,0.0000,0.3,0.000 ,61.7131,0.0002,0.0000,0.02,0.0000,0.01,0.0123,,,,,,,,0.012,25.22,36.65,0.610,0.030,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.00,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-17,10.55,-53.73,5,66.9101,0.3,20.073 ,0.0000,0.0002,0.0000,0.02,10.1915,0.01,0.1019,,,,,,,,20.175,28.49,35.14,0.030,0.020,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",10.51,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-17,10.55,-53.73,80,0.0000,0.3,0.000 ,0.4263,0.0002,0.0000,0.02,0.0000,0.01,0.0001,,,,,,,,0.000,24.63,37.23,0.040,0.010,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.50,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-18,10.00,-51.41,5,452.6267,0.3,135.788 ,0.3383,0.0002,0.0000,0.02,4.2223,0.01,0.0423,,,,,,,,135.830,28.49,31.15,0.040,0.050,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",21.48,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-18,10.00,-51.41,60,0.5502,0.3,0.165 ,0.0000,0.0002,0.0000,0.02,0.0000,0.01,0.0000,,,,,,,,0.165,25.04,36.42,0.530,0.030,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.00,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-18,10.00,-50.12,5,4.7018,0.3,1.411 ,0.0000,0.0002,0.0000,0.02,0.0000,0.01,0.0000,,,,,,,,1.411,29.00,31.25,0.050,0.040,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",11.49,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-19,10.00,-48.06,5,1.1725,0.3,0.352 ,0.0000,0.0002,0.0000,0.02,6.9454,0.01,0.0695,,,,,,,,0.421,29.07,33.03,0.030,0.040,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.27,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-20,10.00,-43.76,5,0.3213,0.3,0.096 ,0.0000,0.0002,0.0000,0.02,0.0000,0.01,0.0000,,,,,,,,0.096,28.68,35.22,0.040,0.030,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",1.12,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-20,10.00,-43.76,50,0.2299,0.3,0.069 ,0.5827,0.0002,0.0000,0.02,0.0000,0.01,0.0001,,,,,,,,0.069,24.49,36.29,0.490,0.050,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.16,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-21,10.00,-40.77,5,1.0729,0.3,0.322 ,0.4650,0.0002,0.0000,0.02,0.0000,0.01,0.0001,,,,,,,,0.322,28.32,34.89,0.010,0.000,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.41,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-21,10.00,-40.77,40,0.0000,0.3,0.000 ,0.3060,0.0002,0.0000,0.02,0.0000,0.01,0.0001,,,,,,,,0.000,25.37,35.83,0.040,0.040,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.00,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-22,10.00,-39.00,5,8.4230,0.3,2.527 ,0.0000,0.0002,0.0000,0.02,0.0000,0.01,0.0000,,,,,,,,2.527,28.34,35.12,0.010,0.020,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",1.66,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-22,10.00,-39.00,60,0.0000,0.3,0.000 ,0.0000,0.0002,0.0000,0.02,0.0000,0.01,0.0000,,,,,,,,0.000,19.88,36.01,10.540,0.620,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.00,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-23,10.00,-36.23,5,1.5552,0.3,0.467 ,0.0000,0.0002,0.0000,0.02,0.0000,0.01,0.0000,,,,,,,,0.467,27.99,35.62,0.010,0.020,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.40,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-23,10.00,-36.23,60,0.3784,0.3,0.114 ,0.1260,0.0002,0.0000,0.02,0.0000,0.01,0.0000,,,,,,,,0.114,18.25,36.08,13.540,0.760,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.00,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-23,10.00,-35.19,5,698.1200,0.3,209.436 ,0.8800,0.0002,0.7013,0.02,5.8160,0.01,0.0724,,,,,,,,209.508,28.27,34.88,0.060,0.010,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",24.90,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-24,10.00,-33.40,5,1048.8257,0.3,314.648 ,0.7990,0.0002,0.0000,0.02,0.0000,0.01,0.0002,,,,,,,,314.648,27.64,35.80,0.040,0.000,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",17.36,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-24,10.00,-33.40,40,1.8582,0.3,0.557 ,0.1978,0.0002,0.0000,0.02,0.0000,0.01,0.0000,,,,,,,,0.558,18.86,35.84,11.390,0.710,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",1.63,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-24,10.00,-32.15,5,1.7513,0.3,0.525 ,0.0000,0.0002,0.0000,0.02,0.0000,0.01,0.0000,,,,,,,,0.525,28.02,35.40,0.030,0.020,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.74,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-25,10.00,-30.28,5,1.3669,0.3,0.410 ,11.4733,0.0002,0.0000,0.02,1.3101,0.01,0.0154,,,,,,,,0.425,27.88,35.41,0.530,0.020,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.19,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-25,10.00,-30.28,60,0.0000,0.3,0.000 ,0.1120,0.0002,0.0000,0.02,0.0000,0.01,0.0000,,,,,,,,0.000,15.97,35.58,21.890,1.310,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.00,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-26,10.00,-27.56,5,1.0600,0.3,0.318 ,0.0000,0.0002,0.0000,0.02,1.6167,0.01,0.0162,,,,,,,,0.334,28.24,35.97,0.030,0.010,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.38,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-26,10.00,-27.56,60,0.1393,0.3,0.042 ,0.0000,0.0002,0.0000,0.02,0.0000,0.01,0.0000,,,,,,,,0.042,14.31,35.42,25.010,1.460,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.00,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-29,0.00,-26.00,5,0.1093,0.3,0.033 ,0.0000,0.0002,0.0000,0.02,0.0000,0.01,0.0000,,,,,,,,0.033,26.20,36.07,0.010,0.080,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.00,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-29,0.00,-26.00,80,0.1427,0.3,0.043 ,0.0000,0.0002,0.0000,0.02,0.0000,0.01,0.0000,,,,,,,,0.043,23.07,35.93,6.050,0.390,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.00,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-29,0.00,-24.94,5,0.0933,0.3,0.028 ,0.3347,0.0002,0.0000,0.02,0.0000,0.01,0.0001,,,,,,,,0.028,26.50,35.99,0.010,0.020,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.25,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-29,0.00,-24.94,60,0.0000,0.3,0.000 ,0.0000,0.0002,0.0000,0.02,0.0000,0.01,0.0000,,,,,,,,0.000,25.61,36.05,1.480,0.220,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.00,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-30,0.00,-23.50,5,0.0000,0.3,0.000 ,0.0000,0.0002,0.0000,0.02,0.0000,0.01,0.0000,,,,,,,,0.000,26.33,35.81,0.020,0.050,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.00,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-30,0.00,-23.50,60,0.0753,0.3,0.023 ,0.0000,0.0002,0.0000,0.02,0.0000,0.01,0.0000,,,,,,,,0.023,23.34,35.93,4.340,0.300,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.00,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-31,1.95,-23.50,5,0.1787,0.3,0.054 ,0.0000,0.0002,0.0000,0.02,0.0000,0.01,0.0000,,,,,,,,0.054,27.02,35.78,0.010,0.010,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.67,0.00,0.00
"LaRoche, J., Leibniz Institute for Marine Sciences, jlaroche@ifm-geomar.de","Langlois et al. (2008), doi:10.1128/Aem.01720-07",qPCR,2002-10-31,1.95,-23.50,80,3.0541,0.3,0.916 ,0.0000,0.0002,0.0000,0.02,0.0000,0.01,0.0000,,,,,,,,0.916,24.40,35.79,3.700,0.270,,,"In addition to Trichodesmium and unicellular group A,B and C, heterotrophic diazotrophic Gamma A and P and  green-sulfur bacterium Clll also counted and listed in the next columns",0.00,0.00,0.00
