SOURCE: Related article or authors,METHODS:                  Sampling/Analysis,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,DEPTH (m),Trichodesmium nifH Gene (x106 copies m-3),UCYN-A1 nifH Gene (x106 copies m-3),UCYN-A2/A3/A4 nifH Gene (x106 copies m-3),Total UCYN-A nifH Gene (x106 copies m-3),UCYN-B nifH Gene (x106 copies m-3),UCYN-C nifH Gene (x106 copies m-3),Richelia Associated Species,Total Richelia (het-1 +het-2) nifH Gene (x106 copies m-3),Richelia  (het-1 or RintRC02) nifH Gene (x106 copies m-3),Richelia  (het-2 or ReuHH01) nifH Gene (x106 copies m-3),Richelia  ( RrhiSC01) nifH Gene (x106 copies m-3),Temperature (˚C),Salinity (PSU),Nitrate (µM),Phosphate (µM),Fe (nM),SiO2 (µM),Chlorophyll  (mg m-3),Notes
,qPCR,5/27/2015,22.75 ,-158.00 ,125.0 ,BD,0.24 ,,0.24 ,0.349 ,,"Rhizosolenia,Hemiaulus",BD,,,1.40 ,,,,,,,,
,qPCR,5/27/2015,22.75 ,-158.00 ,150.0 ,BD,0.76 ,,0.76 ,1.374 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,5/27/2015,22.75 ,-158.00 ,175.0 ,BD,1.89 ,,1.89 ,0.174 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,6/23/2015,22.75 ,-158.00 ,5.0 ,364.568 ,1229.16 ,,1229.16 ,32.949 ,,"Rhizosolenia,Hemiaulus",6.084 ,,,0.22 ,,,,,,,,
,qPCR,6/23/2015,22.75 ,-158.00 ,25.0 ,2.963 ,1284.11 ,,1284.11 ,31.200 ,,"Rhizosolenia,Hemiaulus",6.596 ,,,0.22 ,,,,,,,,
,qPCR,6/23/2015,22.75 ,-158.00 ,45.0 ,21.673 ,2168.11 ,,2168.11 ,80.916 ,,"Rhizosolenia,Hemiaulus",0.861 ,,,3.10 ,,,,,,,,
,qPCR,6/23/2015,22.75 ,-158.00 ,75.0 ,3.291 ,1368.08 ,,1368.08 ,30.649 ,,"Rhizosolenia,Hemiaulus",0.910 ,,,0.50 ,,,,,,,,
,qPCR,6/23/2015,22.75 ,-158.00 ,100.0 ,BD,96.72 ,,96.72 ,2.549 ,,"Rhizosolenia,Hemiaulus",0.029 ,,,0.96 ,,,,,,,,
,qPCR,6/23/2015,22.75 ,-158.00 ,125.0 ,BD,0.58 ,,0.58 ,1.670 ,,"Rhizosolenia,Hemiaulus",0.045 ,,,BD,,,,,,,,
,qPCR,6/23/2015,22.75 ,-158.00 ,150.0 ,BD,1.00 ,,1.00 ,0.515 ,,"Rhizosolenia,Hemiaulus",0.025 ,,,0.55 ,,,,,,,,
,qPCR,6/23/2015,22.75 ,-158.00 ,175.0 ,BD,3.41 ,,3.41 ,0.578 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,7/23/2015,22.75 ,-158.00 ,5.0 ,298.898 ,181.19 ,,181.19 ,113.301 ,,"Rhizosolenia,Hemiaulus",24.716 ,,,1.02 ,,,,,,,,
,qPCR,7/23/2015,22.75 ,-158.00 ,25.0 ,1481.295 ,297.09 ,,297.09 ,274.635 ,,"Rhizosolenia,Hemiaulus",85.122 ,,,5.69 ,,,,,,,,
,qPCR,7/23/2015,22.75 ,-158.00 ,45.0 ,13.531 ,880.44 ,,880.44 ,1045.960 ,,"Rhizosolenia,Hemiaulus",43.494 ,,,4.56 ,,,,,,,,
,qPCR,7/23/2015,22.75 ,-158.00 ,75.0 ,1.901 ,181.23 ,,181.23 ,64.857 ,,"Rhizosolenia,Hemiaulus",3.665 ,,,2.09 ,,,,,,,,
,qPCR,7/23/2015,22.75 ,-158.00 ,100.0 ,1.849 ,2.30 ,,2.30 ,36.960 ,,"Rhizosolenia,Hemiaulus",2.700 ,,,BD,,,,,,,,
,qPCR,7/23/2015,22.75 ,-158.00 ,125.0 ,0.092 ,0.21 ,,0.21 ,7.317 ,,"Rhizosolenia,Hemiaulus",BD,,,0.23 ,,,,,,,,
,qPCR,7/23/2015,22.75 ,-158.00 ,150.0 ,0.504 ,0.20 ,,0.20 ,5.668 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,7/23/2015,22.75 ,-158.00 ,175.0 ,0.059 ,0.06 ,,0.06 ,3.855 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,8/16/2015,22.75 ,-158.00 ,5.0 ,111.648 ,62.59 ,,62.59 ,226.246 ,,"Rhizosolenia,Hemiaulus",67.920 ,,,7.67 ,,,,,,,,
,qPCR,8/16/2015,22.75 ,-158.00 ,25.0 ,15.523 ,121.97 ,,121.97 ,350.230 ,,"Rhizosolenia,Hemiaulus",29.482 ,,,12.20 ,,,,,,,,
,qPCR,8/16/2015,22.75 ,-158.00 ,45.0 ,473.697 ,145.41 ,,145.41 ,212.362 ,,"Rhizosolenia,Hemiaulus",6.167 ,,,3.13 ,,,,,,,,
,qPCR,8/16/2015,22.75 ,-158.00 ,75.0 ,24.165 ,266.70 ,,266.70 ,20.494 ,,"Rhizosolenia,Hemiaulus",16.571 ,,,1.32 ,,,,,,,,
,qPCR,8/16/2015,22.75 ,-158.00 ,100.0 ,2.185 ,1.50 ,,1.50 ,20.458 ,,"Rhizosolenia,Hemiaulus",5.478 ,,,7.04 ,,,,,,,,
,qPCR,8/16/2015,22.75 ,-158.00 ,125.0 ,2.732 ,0.70 ,,0.70 ,26.038 ,,"Rhizosolenia,Hemiaulus",3.615 ,,,1.57 ,,,,,,,,
,qPCR,8/16/2015,22.75 ,-158.00 ,150.0 ,4.575 ,0.05 ,,0.05 ,8.681 ,,"Rhizosolenia,Hemiaulus",6.515 ,,,1.61 ,,,,,,,,
,qPCR,8/16/2015,22.75 ,-158.00 ,175.0 ,BD,0.13 ,,0.13 ,6.697 ,,"Rhizosolenia,Hemiaulus",0.470 ,,,0.27 ,,,,,,,,
,qPCR,10/17/2015,22.75 ,-158.00 ,5.0 ,1105.941 ,14.92 ,,14.92 ,323.286 ,,"Rhizosolenia,Hemiaulus",32.655 ,,,0.01 ,,,,,,,,
,qPCR,10/17/2015,22.75 ,-158.00 ,25.0 ,1184.889 ,12.13 ,,12.13 ,169.350 ,,"Rhizosolenia,Hemiaulus",78.084 ,,,0.75 ,,,,,,,,
,qPCR,10/17/2015,22.75 ,-158.00 ,45.0 ,199.647 ,11.38 ,,11.38 ,157.294 ,,"Rhizosolenia,Hemiaulus",34.224 ,,,3.04 ,,,,,,,,
,qPCR,10/17/2015,22.75 ,-158.00 ,75.0 ,76.335 ,17.76 ,,17.76 ,64.281 ,,"Rhizosolenia,Hemiaulus",15.953 ,,,0.57 ,,,,,,,,
,qPCR,10/17/2015,22.75 ,-158.00 ,100.0 ,14.300 ,0.60 ,,0.60 ,36.965 ,,"Rhizosolenia,Hemiaulus",1.120 ,,,0.00 ,,,,,,,,
,qPCR,10/17/2015,22.75 ,-158.00 ,125.0 ,3.367 ,BD,,BD,1.087 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,10/17/2015,22.75 ,-158.00 ,150.0 ,0.473 ,BD,,BD,0.454 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,10/17/2015,22.75 ,-158.00 ,175.0 ,3.343 ,BD,,BD,0.812 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,11/17/2015,22.75 ,-158.00 ,5.0 ,1775.972 ,120.44 ,,120.44 ,60.334 ,,"Rhizosolenia,Hemiaulus",6.607 ,,,0.32 ,,,,,,,,
,qPCR,11/17/2015,22.75 ,-158.00 ,25.0 ,1360.226 ,184.63 ,,184.63 ,120.645 ,,"Rhizosolenia,Hemiaulus",3.738 ,,,5.88 ,,,,,,,,
,qPCR,11/17/2015,22.75 ,-158.00 ,45.0 ,1477.772 ,139.61 ,,139.61 ,47.723 ,,"Rhizosolenia,Hemiaulus",6.863 ,,,0.02 ,,,,,,,,
,qPCR,11/17/2015,22.75 ,-158.00 ,75.0 ,739.329 ,107.56 ,,107.56 ,45.474 ,,"Rhizosolenia,Hemiaulus",8.430 ,,,0.37 ,,,,,,,,
,qPCR,11/17/2015,22.75 ,-158.00 ,100.0 ,11.212 ,0.0127 ,,0.0127 ,1.336 ,,"Rhizosolenia,Hemiaulus",3.864 ,,,BD,,,,,,,,
,qPCR,11/17/2015,22.75 ,-158.00 ,125.0 ,1.106 ,BD,,BD,3.627 ,,"Rhizosolenia,Hemiaulus",0.225 ,,,BD,,,,,,,,
,qPCR,11/17/2015,22.75 ,-158.00 ,150.0 ,3.929 ,BD,,BD,3.109 ,,"Rhizosolenia,Hemiaulus",0.170 ,,,BD,,,,,,,,
,qPCR,11/17/2015,22.75 ,-158.00 ,175.0 ,BD,BD,,BD,1.975 ,,"Rhizosolenia,Hemiaulus",0.868 ,,,BD,,,,,,,,
,qPCR,12/12/2015,22.75 ,-158.00 ,5.0 ,55.696 ,109.96 ,,109.96 ,83.712 ,,"Rhizosolenia,Hemiaulus",7.702 ,,,BD,,,,,,,,
,qPCR,12/12/2015,22.75 ,-158.00 ,25.0 ,149.866 ,168.12 ,,168.12 ,135.473 ,,"Rhizosolenia,Hemiaulus",4.414 ,,,BD,,,,,,,,
,qPCR,12/12/2015,22.75 ,-158.00 ,45.0 ,205.712 ,94.74 ,,94.74 ,19.573 ,,"Rhizosolenia,Hemiaulus",0.409 ,,,BD,,,,,,,,
,qPCR,12/12/2015,22.75 ,-158.00 ,75.0 ,9.528 ,2.46 ,,2.46 ,1.908 ,,"Rhizosolenia,Hemiaulus",0.327 ,,,BD,,,,,,,,
,qPCR,12/12/2015,22.75 ,-158.00 ,100.0 ,0.712 ,0.76 ,,0.76 ,6.530 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,12/12/2015,22.75 ,-158.00 ,125.0 ,0.173 ,0.06 ,,0.06 ,1.210 ,,"Rhizosolenia,Hemiaulus",0.025 ,,,BD,,,,,,,,
,qPCR,12/12/2015,22.75 ,-158.00 ,150.0 ,BD,0.05 ,,0.05 ,1.660 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,12/12/2015,22.75 ,-158.00 ,175.0 ,BD,BD,,BD,2.400 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,1/16/2016,22.75 ,-158.00 ,5.0 ,21.451 ,211.74 ,,211.74 ,30.001 ,,"Rhizosolenia,Hemiaulus",3.834 ,,,1.64 ,,,,,,,,
,qPCR,1/16/2016,22.75 ,-158.00 ,25.0 ,24.104 ,231.17 ,,231.17 ,36.582 ,,"Rhizosolenia,Hemiaulus",1.320 ,,,0.14 ,,,,,,,,
,qPCR,1/16/2016,22.75 ,-158.00 ,45.0 ,177.960 ,236.22 ,,236.22 ,47.641 ,,"Rhizosolenia,Hemiaulus",2.850 ,,,0.09 ,,,,,,,,
,qPCR,1/16/2016,22.75 ,-158.00 ,75.0 ,5.185 ,150.24 ,,150.24 ,23.226 ,,"Rhizosolenia,Hemiaulus",0.350 ,,,0.06 ,,,,,,,,
,qPCR,1/16/2016,22.75 ,-158.00 ,100.0 ,BD,0.54 ,,0.54 ,4.386 ,,"Rhizosolenia,Hemiaulus",BD,,,0.79 ,,,,,,,,
,qPCR,1/16/2016,22.75 ,-158.00 ,125.0 ,0.181 ,0.45 ,,0.45 ,0.879 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,1/16/2016,22.75 ,-158.00 ,150.0 ,2.268 ,BD,,BD,0.603 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,1/16/2016,22.75 ,-158.00 ,175.0 ,BD,0.19 ,,0.19 ,0.604 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,2/13/2016,22.75 ,-158.00 ,5.0 ,0.477 ,226.35 ,,226.35 ,27.883 ,,"Rhizosolenia,Hemiaulus",1.861 ,,,3.64 ,,,,,,,,
,qPCR,2/13/2016,22.75 ,-158.00 ,25.0 ,2.222 ,94.97 ,,94.97 ,16.682 ,,"Rhizosolenia,Hemiaulus",1.089 ,,,3.61 ,,,,,,,,
,qPCR,2/13/2016,22.75 ,-158.00 ,45.0 ,1.710 ,201.56 ,,201.56 ,36.280 ,,"Rhizosolenia,Hemiaulus",3.369 ,,,4.95 ,,,,,,,,
,qPCR,2/13/2016,22.75 ,-158.00 ,75.0 ,3.841 ,74.29 ,,74.29 ,12.045 ,,"Rhizosolenia,Hemiaulus",1.268 ,,,5.47 ,,,,,,,,
,qPCR,2/13/2016,22.75 ,-158.00 ,100.0 ,0.772 ,184.09 ,,184.09 ,14.735 ,,"Rhizosolenia,Hemiaulus",1.830 ,,,0.84 ,,,,,,,,
,qPCR,2/13/2016,22.75 ,-158.00 ,125.0 ,BD,21.18 ,,21.18 ,0.575 ,,"Rhizosolenia,Hemiaulus",0.241 ,,,BD,,,,,,,,
,qPCR,2/13/2016,22.75 ,-158.00 ,150.0 ,BD,0.50 ,,0.50 ,0.000 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,2/13/2016,22.75 ,-158.00 ,175.0 ,BD,0.03 ,,0.03 ,0.312 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,3/12/2016,22.75 ,-158.00 ,5.0 ,0.552 ,155.38 ,,155.38 ,11.294 ,,"Rhizosolenia,Hemiaulus",0.084 ,,,1.54 ,,,,,,,,
,qPCR,3/12/2016,22.75 ,-158.00 ,25.0 ,1.939 ,144.15 ,,144.15 ,10.982 ,,"Rhizosolenia,Hemiaulus",0.636 ,,,1.42 ,,,,,,,,
,qPCR,3/12/2016,22.75 ,-158.00 ,45.0 ,0.259 ,124.19 ,,124.19 ,13.152 ,,"Rhizosolenia,Hemiaulus",2.153 ,,,3.10 ,,,,,,,,
,qPCR,3/12/2016,22.75 ,-158.00 ,75.0 ,BD,173.70 ,,173.70 ,17.124 ,,"Rhizosolenia,Hemiaulus",0.730 ,,,2.45 ,,,,,,,,
,qPCR,3/12/2016,22.75 ,-158.00 ,100.0 ,0.020 ,72.67 ,,72.67 ,8.589 ,,"Rhizosolenia,Hemiaulus",1.584 ,,,0.13 ,,,,,,,,
,qPCR,3/12/2016,22.75 ,-158.00 ,125.0 ,BD,0.12 ,,0.12 ,0.000 ,,"Rhizosolenia,Hemiaulus",0.066 ,,,BD,,,,,,,,
,qPCR,3/12/2016,22.75 ,-158.00 ,150.0 ,BD,0.03 ,,0.03 ,0.359 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,3/12/2016,22.75 ,-158.00 ,175.0 ,BD,BD,,BD,0.000 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,4/18/2016,22.75 ,-158.00 ,5.0 ,1.083 ,66.18 ,,66.18 ,5.522 ,,"Rhizosolenia,Hemiaulus",2.185 ,,,BD,,,,,,,,
,qPCR,4/18/2016,22.75 ,-158.00 ,25.0 ,0.687 ,135.60 ,,135.60 ,8.861 ,,"Rhizosolenia,Hemiaulus",3.091 ,,,0.16 ,,,,,,,,
,qPCR,4/18/2016,22.75 ,-158.00 ,45.0 ,0.376 ,60.64 ,,60.64 ,4.411 ,,"Rhizosolenia,Hemiaulus",2.580 ,,,2.71 ,,,,,,,,
,qPCR,4/18/2016,22.75 ,-158.00 ,75.0 ,BD,43.71 ,,43.71 ,8.505 ,,"Rhizosolenia,Hemiaulus",1.276 ,,,0.06 ,,,,,,,,
,qPCR,4/18/2016,22.75 ,-158.00 ,100.0 ,BD,61.72 ,,61.72 ,0.326 ,,"Rhizosolenia,Hemiaulus",0.146 ,,,0.09 ,,,,,,,,
,qPCR,4/18/2016,22.75 ,-158.00 ,125.0 ,BD,0.30 ,,0.30 ,0.000 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,4/18/2016,22.75 ,-158.00 ,150.0 ,BD,BD,,BD,0.223 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,4/18/2016,22.75 ,-158.00 ,175.0 ,BD,0.04 ,,0.04 ,0.000 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,6/1/2016,22.75 ,-158.00 ,5.0 ,2.577 ,71.00 ,,71.00 ,32.486 ,,"Rhizosolenia,Hemiaulus",2.408 ,,,0.55 ,,,,,,,,
,qPCR,6/1/2016,22.75 ,-158.00 ,25.0 ,1.359 ,81.70 ,,81.70 ,21.169 ,,"Rhizosolenia,Hemiaulus",1.258 ,,,1.86 ,,,,,,,,
,qPCR,6/1/2016,22.75 ,-158.00 ,45.0 ,4.180 ,135.89 ,,135.89 ,24.360 ,,"Rhizosolenia,Hemiaulus",0.012 ,,,0.50 ,,,,,,,,
,qPCR,6/1/2016,22.75 ,-158.00 ,75.0 ,3.619 ,111.00 ,,111.00 ,12.881 ,,"Rhizosolenia,Hemiaulus",0.405 ,,,BD,,,,,,,,
,qPCR,6/1/2016,22.75 ,-158.00 ,100.0 ,BD,1.73 ,,1.73 ,1.511 ,,"Rhizosolenia,Hemiaulus",BD,,,0.11 ,,,,,,,,
,qPCR,6/1/2016,22.75 ,-158.00 ,125.0 ,BD,0.10 ,,0.10 ,0.768 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,6/1/2016,22.75 ,-158.00 ,150.0 ,BD,BD,,BD,0.294 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,6/1/2016,22.75 ,-158.00 ,175.0 ,BD,BD,,BD,0.553 ,,"Rhizosolenia,Hemiaulus",BD,,,0.01 ,,,,,,,,
,qPCR,7/15/2016,22.75 ,-158.00 ,5.0 ,22.228 ,78.18 ,,78.18 ,309.159 ,,"Rhizosolenia,Hemiaulus",12.030 ,,,1.88 ,,,,,,,,
,qPCR,7/15/2016,22.75 ,-158.00 ,25.0 ,2.544 ,36.05 ,,36.05 ,33.489 ,,"Rhizosolenia,Hemiaulus",1.519 ,,,0.76 ,,,,,,,,
,qPCR,7/15/2016,22.75 ,-158.00 ,45.0 ,10.741 ,67.50 ,,67.50 ,183.657 ,,"Rhizosolenia,Hemiaulus",5.191 ,,,0.88 ,,,,,,,,
,qPCR,7/15/2016,22.75 ,-158.00 ,75.0 ,7.738 ,215.19 ,,215.19 ,29.467 ,,"Rhizosolenia,Hemiaulus",0.795 ,,,0.13 ,,,,,,,,
,qPCR,7/15/2016,22.75 ,-158.00 ,100.0 ,0.226 ,5.05 ,,5.05 ,3.707 ,,"Rhizosolenia,Hemiaulus",0.278 ,,,0.27 ,,,,,,,,
,qPCR,7/15/2016,22.75 ,-158.00 ,125.0 ,BD,0.09 ,,0.09 ,3.065 ,,"Rhizosolenia,Hemiaulus",0.091 ,,,BD,,,,,,,,
,qPCR,7/15/2016,22.75 ,-158.00 ,150.0 ,BD,BD,,BD,0.913 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,7/15/2016,22.75 ,-158.00 ,175.0 ,BD,0.04 ,,0.04 ,1.314 ,,"Rhizosolenia,Hemiaulus",BD,,,0.46 ,,,,,,,,
,qPCR,8/13/2016,22.75 ,-158.00 ,5.0 ,24.966 ,29.41 ,,29.41 ,69.420 ,,"Rhizosolenia,Hemiaulus",1.842 ,,,BD,,,,,,,,
,qPCR,8/13/2016,22.75 ,-158.00 ,25.0 ,11.811 ,28.35 ,,28.35 ,105.673 ,,"Rhizosolenia,Hemiaulus",1.982 ,,,0.62 ,,,,,,,,
,qPCR,8/13/2016,22.75 ,-158.00 ,45.0 ,4.963 ,104.74 ,,104.74 ,86.579 ,,"Rhizosolenia,Hemiaulus",0.677 ,,,BD,,,,,,,,
,qPCR,8/13/2016,22.75 ,-158.00 ,75.0 ,0.258 ,34.92 ,,34.92 ,7.850 ,,"Rhizosolenia,Hemiaulus",0.106 ,,,0.34 ,,,,,,,,
,qPCR,8/13/2016,22.75 ,-158.00 ,100.0 ,0.561 ,BD,,BD,3.704 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,8/13/2016,22.75 ,-158.00 ,125.0 ,BD,0.0118 ,,0.0118 ,5.633 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,8/13/2016,22.75 ,-158.00 ,150.0 ,BD,BD,,BD,2.563 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,8/13/2016,22.75 ,-158.00 ,175.0 ,BD,0.0108 ,,0.0108 ,1.471 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,10/19/2016,22.75 ,-158.00 ,5.0 ,52.067 ,16.88 ,,16.88 ,89.423 ,,"Rhizosolenia,Hemiaulus",0.919 ,,,0.08 ,,,,,,,,
,qPCR,10/19/2016,22.75 ,-158.00 ,25.0 ,54.071 ,17.54 ,,17.54 ,133.261 ,,"Rhizosolenia,Hemiaulus",3.928 ,,,0.27 ,,,,,,,,
,qPCR,10/19/2016,22.75 ,-158.00 ,45.0 ,65.900 ,11.67 ,,11.67 ,127.800 ,,"Rhizosolenia,Hemiaulus",2.860 ,,,0.49 ,,,,,,,,
,qPCR,10/19/2016,22.75 ,-158.00 ,75.0 ,1.932 ,34.63 ,,34.63 ,13.123 ,,"Rhizosolenia,Hemiaulus",0.331 ,,,0.06 ,,,,,,,,
,qPCR,10/19/2016,22.75 ,-158.00 ,100.0 ,0.025 ,BD,,BD,2.188 ,,"Rhizosolenia,Hemiaulus",0.020 ,,,BD,,,,,,,,
,qPCR,10/19/2016,22.75 ,-158.00 ,125.0 ,0.023 ,BD,,BD,0.841 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,10/19/2016,22.75 ,-158.00 ,150.0 ,0.031 ,0.05 ,,0.05 ,2.781 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,10/19/2016,22.75 ,-158.00 ,175.0 ,BD,0.0130 ,,0.0130 ,0.855 ,,"Rhizosolenia,Hemiaulus",0.045 ,,,BD,,,,,,,,
,qPCR,11/30/2016,22.75 ,-158.00 ,5.0 ,1.921 ,11.98 ,,11.98 ,7.621 ,,"Rhizosolenia,Hemiaulus",0.334 ,,,0.01 ,,,,,,,,
,qPCR,11/30/2016,22.75 ,-158.00 ,25.0 ,6.948 ,13.97 ,,13.97 ,8.546 ,,"Rhizosolenia,Hemiaulus",0.051 ,,,BD,,,,,,,,
,qPCR,11/30/2016,22.75 ,-158.00 ,45.0 ,2.096 ,6.94 ,,6.94 ,2.069 ,,"Rhizosolenia,Hemiaulus",0.032 ,,,BD,,,,,,,,
,qPCR,11/30/2016,22.75 ,-158.00 ,75.0 ,1.805 ,8.19 ,,8.19 ,6.830 ,,"Rhizosolenia,Hemiaulus",0.060 ,,,BD,,,,,,,,
,qPCR,11/30/2016,22.75 ,-158.00 ,100.0 ,BD,0.06 ,,0.06 ,0.240 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,11/30/2016,22.75 ,-158.00 ,125.0 ,BD,BD,,BD,0.223 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,11/30/2016,22.75 ,-158.00 ,150.0 ,BD,BD,,BD,0.453 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,11/30/2016,22.75 ,-158.00 ,175.0 ,BD,BD,,BD,0.000 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,1/27/2017,22.75 ,-158.00 ,5.0 ,3.120 ,99.83 ,,99.83 ,36.350 ,,"Rhizosolenia,Hemiaulus",5.038 ,,,7.97 ,,,,,,,,
,qPCR,1/27/2017,22.75 ,-158.00 ,25.0 ,1.810 ,101.89 ,,101.89 ,23.290 ,,"Rhizosolenia,Hemiaulus",8.490 ,,,13.17 ,,,,,,,,
,qPCR,1/27/2017,22.75 ,-158.00 ,45.0 ,6.567 ,83.25 ,,83.25 ,9.742 ,,"Rhizosolenia,Hemiaulus",8.550 ,,,6.09 ,,,,,,,,
,qPCR,1/27/2017,22.75 ,-158.00 ,75.0 ,0.202 ,7.57 ,,7.57 ,1.299 ,,"Rhizosolenia,Hemiaulus",0.571 ,,,1.81 ,,,,,,,,
,qPCR,1/27/2017,22.75 ,-158.00 ,100.0 ,0.015 ,0.04 ,,0.04 ,0.311 ,,"Rhizosolenia,Hemiaulus",0.073 ,,,0.31 ,,,,,,,,
,qPCR,1/27/2017,22.75 ,-158.00 ,125.0 ,BD,BD,,BD,BD,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,1/27/2017,22.75 ,-158.00 ,150.0 ,0.047 ,BD,,BD,0.133 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,1/27/2017,22.75 ,-158.00 ,175.0 ,BD,BD,,BD,1.145 ,,"Rhizosolenia,Hemiaulus",BD,,,BD,,,,,,,,
,qPCR,2/26/2017,22.75 ,-158.00 ,5.0 ,0.568 ,58.51 ,,58.51 ,3.309 ,,"Rhizosolenia,Hemiaulus",0.432 ,,,0.21 ,,,,,,,,
,qPCR,2/26/2017,22.75 ,-158.00 ,25.0 ,0.043 ,106.98 ,,106.98 ,6.881 ,,"Rhizosolenia,Hemiaulus",1.117 ,,,2.86 ,,,,,,,,
,qPCR,2/26/2017,22.75 ,-158.00 ,45.0 ,BD,60.68 ,,60.68 ,4.086 ,,"Rhizosolenia,Hemiaulus",0.800 ,,,2.01 ,,,,,,,,
,qPCR,2/26/2017,22.75 ,-158.00 ,75.0 ,0.561 ,80.02 ,,80.02 ,5.747 ,,"Rhizosolenia,Hemiaulus",0.867 ,,,1.31 ,,,,,,,,
,qPCR,2/26/2017,22.75 ,-158.00 ,100.0 ,BD,17.90 ,,17.90 ,2.042 ,,"Rhizosolenia,Hemiaulus",0.918 ,,,0.96 ,,,,,,,,
,qPCR,2/26/2017,22.75 ,-158.00 ,125.0 ,0.017 ,0.27 ,,0.27 ,BD,,"Rhizosolenia,Hemiaulus",BD,,,0.03 ,,,,,,,,
,qPCR,2/26/2017,22.75 ,-158.00 ,150.0 ,BD,0.27 ,,0.27 ,BD,,"Rhizosolenia,Hemiaulus",BD,,,0.01 ,,,,,,,,
,qPCR,2/26/2017,22.75 ,-158.00 ,175.0 ,BD,0.37 ,,0.37 ,BD,,"Rhizosolenia,Hemiaulus",BD,,,0.00 ,,,,,,,,
"Chueng et al., 2022 doi: 10.1002/lol2.10267 ",qPCR,2018 july-august,54.40 ,162.08 ,9.6 ,,0.00 ,0.00 ,0.00 ,,,,,,,,10.25,32.34 ,3.08,0.55,0.28,,3.58,
,qPCR,2018 july-august,54.05 ,163.00 ,8.9 ,,0.00 ,0.00 ,0.00 ,,,,,,,,11.93,32.90 ,16.31,1.50,0.06,,0.26,
,qPCR,2018 july-august,53.72 ,163.79 ,8.8 ,,0.00 ,0.00 ,0.00 ,,,,,,,,10.85,32.76 ,16.06,1.48,0.02,,0.37,
,qPCR,2018 july-august,61.67 ,177.99 ,10.4 ,,0.00 ,0.00 ,0.00 ,,,,,,,,10.40,32.78 ,11.92,1.19,0.72,,0.10,
data come from supplementary table,qPCR,2018 july-august,61.50 ,178.08 ,9.8 ,,0.00 ,0.00 ,0.00 ,,,,,,,,10.60,32.80 ,11.72,1.20,0.33,,0.43,
