SOURCE: Related article,SOURCE: Related article,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,INTEGRAL DEPTH (m),Trichodesmium Colonies (x103 m-2),Trichodesmium Free trichomes (x106 m-2),Trichodesmium Total Trichomes (x106 m-2),UCYN Cells (x106 m-2),Richelia Associated Species,Richelia intracellularis (x106 m-2),Calothrix Associated Species,Calothrix intracellularis  (x106 m-2),Surface Temperature (˚C),Surface Salinity (PSU),Surface Nitrate (µM),Surface Phosphate (µM),Surface Fe (nM),Chlorophyll  (mg m-2),Notes
,Fluid Imaging Technologies ,4/19/2011,-25.5,-179.5,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,4/20/2011,-23.4,-178.2,200,,,0.05 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,4/21/2011,-20.7,-176.9,200,,,0.07 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,4/22/2011,-18.6,-175.8,200,,,0.08 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,4/23/2011,-15.9,-174.5,200,,,0.01 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,4/24/2011,-13.5,-173.4,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,4/25/2011,-11.2,-172.7,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,4/26/2011,-9.5,-172.3,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,4/27/2011,-7.0,-171.4,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,4/28/2011,-5.7,-170.8,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,4/29/2011,-3.4,-169.5,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,4/30/2011,-1.3,-168.4,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/1/2011,1.6,-166.8,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/2/2011,3.8,-165.8,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/3/2011,7.0,-164.4,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/5/2011,11.6,-162.4,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/6/2011,14.9963025,-160.8,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/14/2011,21.8908156,-155.7,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/15/2011,21.5712028,-153.4,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/16/2011,21.0659879,-150.4,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/17/2011,20.8025025,-148.3,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/19/2011,20.3406094,-145.2,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/20/2011,19.8988736,-141.6,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/21/2011,19.2792089,-139.0,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/22/2011,18.648267,-136.2,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/23/2011,18.0538022,-133.3,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/25/2011,16.6238609,-127.6,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/26/2011,15.9131766,-124.5,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/27/2011,15.3107874,-122.0,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/28/2011,13.7652589,-115.8,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/29/2011,13.1952407,-113.3,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/30/2011,12.4943237,-110.4,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,5/31/2011,11.9935655,-108.0,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,6/1/2011,11.3551551,-105.0,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,6/2/2011,10.756358,-102.4,200,,,0.01 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,6/3/2011,10.0847068,-99.2,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,6/4/2011,9.4392621,-96.3,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,6/5/2011,8.7615003,-93.1,200,,,0.01 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,6/6/2011,8.1413459,-90.4,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,6/7/2011,7.2238518,-88.0,200,,,0.01 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,6/8/2011,5.9110793,-84.8,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,6/22/2011,15.0731547,-69.3,200,,,0.02 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,6/23/2011,15.5763468,-67.1,200,,,0.10 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,6/25/2011,17.4276447,-59.8,200,,,0.03 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,6/26/2011,18.0650653,-57.8,200,,,0.02 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,6/27/2011,19.0153194,-55.2,200,,,0.02 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,6/28/2011,20.0110162,-52.6,200,,,0.02 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,6/30/2011,21.7383074,-47.8,200,,,0.02 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,7/1/2011,22.8634025,-44.5,200,,,0.02 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,7/2/2011,23.7336173,-41.9,200,,,0.05 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,7/3/2011,24.8569384,-38.7,200,,,0.04 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,7/4/2011,26.1083678,-35.3,200,,,0.02 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,7/5/2011,26.917353,-32.9,200,,,0.01 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,7/6/2011,27.9803162,-29.7,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,7/7/2011,28.8747195,-27.0,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,7/8/2011,29.9667219,-23.7,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,7/9/2011,30.9601922,-20.6,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,1/28/2011,27.775,-13.3,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,1/29/2011,27.1285,-15.3,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,1/30/2011,26.663,-16.8,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,1/31/2011,26.1836666666667,-18.3,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/1/2011,25.6256666666667,-20.0,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/2/2011,25.1563333333333,-21.5,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/3/2011,24.6611666666667,-23.0,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/4/2011,24.5011666666667,-24.7,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/5/2011,24.5011666666667,-27.1,200,,,0.02 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/6/2011,24.501,-28.4,200,,,0.06 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/7/2011,24.499,-29.0,200,,,0.03 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/8/2011,24.4991666666667,-30.8,200,,,0.02 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/9/2011,24.501,-32.0,200,,,0.04 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/10/2011,24.5008333333333,-33.9,200,,,0.02 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/11/2011,24.4998333333333,-34.7,200,,,0.01 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/12/2011,24.5016666666667,-37.1,200,,,0.03 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/13/2011,24.4998333333333,-39.0,200,,,0.02 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/14/2011,24.5021666666667,-39.9,200,,,0.03 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/15/2011,24.4998333333333,-41.3,200,,,0.01 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/16/2011,24.5001666666667,-43.1,200,,,0.02 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/17/2011,24.4998333333333,-44.5,200,,,0.02 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/18/2011,24.5,-46.3,200,,,0.03 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/19/2011,24.5006666666667,-47.7,200,,,0.02 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/20/2011,24.5,-49.6,200,,,0.01 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/21/2011,24.5001666666667,-51.0,200,,,0.03 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/22/2011,24.5,-52.3,200,,,0.02 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/23/2011,24.4865,-54.0,200,,,0.01 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/24/2011,24.5005,-55.9,200,,,0.01 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/25/2011,24.5008333333333,-57.7,200,,,0.01 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/26/2011,24.5,-59.6,200,,,0.01 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/27/2011,24.5011666666667,-62.0,200,,,0.03 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,2/28/2011,24.5015,-63.8,200,,,0.02 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,3/1/2011,24.5006666666667,-65.7,200,,,0.01 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,3/2/2011,24.4996666666667,-67.5,200,,,0.01 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,3/3/2011,24.5006666666667,-69.1,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,3/5/2011,26.2038333333333,-70.3,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,3/6/2011,26.2031666666667,-72.3,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,3/7/2011,26.2035,-73.4,200,,,0.01 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,3/8/2011,26.2038333333333,-75.2,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,3/9/2011,26.2041666666667,-75.9,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,3/10/2011,26.2036666666667,-76.6,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,3/11/2011,26.203,-77.0,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,3/13/2011,27.0003333333333,-79.3,200,,,0.00 ,,,,,,,,,,,,
,Fluid Imaging Technologies ,3/13/2011,27.0011666666667,-79.6,200,,,0.01 ,,,,,,,,,,,,
"Jiang et al., 2023, doi: doi.org/10.1029/2022JG007287",fluorescence microscope,2013-07-18,35.00,124.00,27,,0.023 ,0.02 ,,"Hemiaulus, Rhizosolenia",0.0000000 ,,,,,,,,,
,fluorescence microscope,2013-07-19,33.20,122.61,17,,0.009 ,0.01 ,,"Hemiaulus, Rhizosolenia",0.0000000 ,,,,,,,,,
,fluorescence microscope,2013-07-24,32.92,124.78,19,,0.007 ,0.01 ,,"Hemiaulus, Rhizosolenia",0.0000000 ,,,,,,,,,
data shown in Supplementary table,fluorescence microscope,2013-07-22,31.99,125.50,30,,0.013 ,0.01 ,,"Hemiaulus, Rhizosolenia",0.0000000 ,,,,,,,,,
,fluorescence microscope,2013-07-25,32.17,123.43,18,,0.047 ,0.05 ,,"Hemiaulus, Rhizosolenia",0.0000000 ,,,,,,,,,
,fluorescence microscope,2013-07-25,31.80,123.07,5,,0.044 ,0.04 ,,"Hemiaulus, Rhizosolenia",0.0000000 ,,,,,,,,,
,fluorescence microscope,2013-07-31,30.23,122.85,13,,0.000 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.0000000 ,,,,,,,,,
,fluorescence microscope,2013-07-30,29.42,122.50,11.5,,0.053 ,0.05 ,,"Hemiaulus, Rhizosolenia",0.0000000 ,,,,,,,,,
,fluorescence microscope,2013-07-29,28.96,122.23,6.6,,0.092 ,0.09 ,,"Hemiaulus, Rhizosolenia",0.0077778 ,,,,,,,,,
,fluorescence microscope,2013-07-29,28.73,122.58,11.5,,0.944 ,0.94 ,,"Hemiaulus, Rhizosolenia",0.0000000 ,,,,,,,,,
,fluorescence microscope,2013-07-31,30.52,123.03,19.7,,0.000 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.0000000 ,,,,,,,,,
,fluorescence microscope,2013-07-21,31.00,125.62,26,,0.057 ,0.06 ,,"Hemiaulus, Rhizosolenia",0.0000000 ,,,,,,,,,
,fluorescence microscope,2013-07-27,30.11,126.76,50,,1.787 ,1.79 ,,"Hemiaulus, Rhizosolenia",0.9633333 ,,,,,,,,,Depth was estimated
,fluorescence microscope,2013-07-20,31.04,122.78,50,,0.000 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.0000000 ,,,,,,,,,Depth was estimated
,fluorescence microscope,2013-07-25,30.84,123.01,50,,0.000 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.0000000 ,,,,,,,,,Depth was estimated
,fluorescence microscope,2013-07-25,30.63,123.39,50,,0.057 ,0.06 ,,"Hemiaulus, Rhizosolenia",0.0000000 ,,,,,,,,,Depth was estimated
,fluorescence microscope,2013-07-27,29.40,126.75,46,,0.744 ,0.74 ,,"Hemiaulus, Rhizosolenia",1.0666667 ,,,,,,,,,
,fluorescence microscope,2013-07-26,29.57,125.31,50,,0.666 ,0.67 ,,"Hemiaulus, Rhizosolenia",0.2250000 ,,,,,,,,,Depth was estimated
,fluorescence microscope,2013-07-26,29.36,125.67,50,,0.312 ,0.31 ,,"Hemiaulus, Rhizosolenia",0.5655556 ,,,,,,,,,Depth was estimated
,fluorescence microscope,2013-07-28,28.42,123.07,50,,0.483 ,0.48 ,,"Hemiaulus, Rhizosolenia",0.0000000 ,,,,,,,,,
,fluorescence microscope,2013-07-28,28.00,123.75,58,,0.163 ,0.16 ,,"Hemiaulus, Rhizosolenia",10.2012500 ,,,,,,,,,
,fluorescence microscope,2013-08-10,30.94,127.04,29.6,,0.218 ,0.22 ,,"Hemiaulus, Rhizosolenia",0.6537500 ,,,,,,,,,
,fluorescence microscope,2013-08-15,30.41,123.18,23,,0.291 ,0.29 ,,"Hemiaulus, Rhizosolenia",0.6537500 ,,,,,,,,,
,fluorescence microscope,2013-08-26,27.57,122.92,55,,8.016 ,8.02 ,,"Hemiaulus, Rhizosolenia",0.4200000 ,,,,,,,,,
,fluorescence microscope,2013-08-27,26.26,121.55,30,,3.156 ,3.16 ,,"Hemiaulus, Rhizosolenia",1.0885417 ,,,,,,,,,
,fluorescence microscope,2013-07-27,28.28,126.13,70.7,,32.088 ,32.09 ,,"Hemiaulus, Rhizosolenia",4.9777778 ,,,,,,,,,
,fluorescence microscope,2013-07-26,30.42,123.78,50,,0.950 ,0.95 ,,"Hemiaulus, Rhizosolenia",0.0000000 ,,,,,,,,,Depth was estimated
,fluorescence microscope,2013-07-26,30.20,124.15,50,,1.526 ,1.53 ,,"Hemiaulus, Rhizosolenia",0.0000000 ,,,,,,,,,Depth was estimated
,fluorescence microscope,2013-07-26,29.99,124.53,33,,4.274 ,4.27 ,,"Hemiaulus, Rhizosolenia",0.1000000 ,,,,,,,,,
,fluorescence microscope,2013-07-26,29.90,124.95,50,,6.670 ,6.67 ,,"Hemiaulus, Rhizosolenia",1.3411111 ,,,,,,,,,Depth was estimated
,fluorescence microscope,2013-07-27,28.70,126.85,50,,2.897 ,2.90 ,,"Hemiaulus, Rhizosolenia",0.2444444 ,,,,,,,,,Depth was estimated
,fluorescence microscope,2013-07-28,27.42,124.68,65.8,,1.966 ,1.97 ,,"Hemiaulus, Rhizosolenia",3.5750000 ,,,,,,,,,
,fluorescence microscope,2013-08-16,28.97,125.66,43.3,,1.683 ,1.68 ,,"Hemiaulus, Rhizosolenia",0.7162500 ,,,,,,,,,
,fluorescence microscope,2013-08-26,26.79,124.07,75,,15.553 ,15.55 ,,"Hemiaulus, Rhizosolenia",1.1375000 ,,,,,,,,,
,fluorescence microscope,2013-08-26,25.53,122.60,85,,4.219 ,4.22 ,,"Hemiaulus, Rhizosolenia",5.8187500 ,,,,,,,,,
,fluorescence microscope,2013-08-17,28.25,126.88,65.8,,112.386 ,112.39 ,,"Hemiaulus, Rhizosolenia",5.4449306 ,,,,,,,,,
,fluorescence microscope,2013-08-23,27.21,126.83,57,,120.713 ,120.71 ,,"Hemiaulus, Rhizosolenia",6.2590278 ,,,,,,,,,
,fluorescence microscope,2013-08-23,26.96,126.12,80,,32.044 ,32.04 ,,"Hemiaulus, Rhizosolenia",4.1645833 ,,,,,,,,,
,fluorescence microscope,2013-08-23,26.69,125.50,90,,80.575 ,80.58 ,,"Hemiaulus, Rhizosolenia",25.7371528 ,,,,,,,,,
"Jiang et al., 2017, doi: doi.org/10.1002/2017JG004275",microscope ,12/22/2011,36.3 ,122.9 ,67 ,0.0000,0.0452 ,0.0452 ,,,,,,,,,,,,
,microscope ,12/22/2011,36.1 ,123.2 ,73 ,0.0000,0.0009 ,0.0009 ,,,,,,,,,,,,
,microscope ,12/23/2011,35.5 ,123.6 ,75 ,0.0000,0.0414 ,0.0414 ,,,,,,,,,,,,
,microscope ,12/23/2011,35.0 ,124.0 ,80 ,0.0000,0.0059 ,0.0059 ,,,,,,,,,,,,
,microscope ,12/23/2011,34.3 ,124.5 ,91 ,0.0000,0.0095 ,0.0095 ,,,,,,,,,,,,
,microscope ,1/12/2010,35.0 ,121.3 ,38 ,0.0000,0.0000 ,0.0000 ,,,,,,,,,,,,
,microscope ,1/11/2012,35.0 ,122.5 ,65 ,0.0000,0.0177 ,0.0177 ,,,,,,,,,,,,
,microscope ,1/11/2012,35.0 ,123.5 ,79 ,0.0000,0.0581 ,0.0581 ,,,,,,,,,,,,
,microscope ,12/20/2011,36.1 ,122.0 ,43 ,0.0000,0.0195 ,0.0195 ,,,,,,,,,,,,
,microscope ,12/21/2011,36.1 ,122.6 ,64 ,0.0000,0.0000 ,0.0000 ,,,,,,,,,,,,
,microscope ,12/21/2011,36.1 ,123.7 ,77 ,0.0000,0.0591 ,0.0591 ,,,,,,,,,,,,
,microscope ,12/21/2011,36.1 ,124.4 ,82 ,0.0000,0.0059 ,0.0059 ,,,,,,,,,,,,
,microscope ,12/23/2011,33.8 ,124.8 ,88 ,0.0000,0.2256 ,0.2256 ,,,,,,,,,,,,
,microscope ,1/10/2012,32.8 ,122.7 ,32 ,0.0000,0.0562 ,0.0562 ,,,,,,,,,,,,
,microscope ,1/9/2012,32.8 ,123.6 ,44 ,0.0000,0.0982 ,0.0982 ,,,,,,,,,,,,
,microscope ,1/9/2012,32.8 ,124.6 ,65 ,0.0000,0.1406 ,0.1406 ,,,,,,,,,,,,
,microscope ,1/10/2012,34.0 ,121.6 ,20 ,0.0000,0.0358 ,0.0358 ,,,,,,,,,,,,
,microscope ,1/10/2012,34.0 ,122.6 ,39 ,0.0000,0.3672 ,0.3672 ,,,,,,,,,,,,
,microscope ,1/10/2012,33.9 ,123.5 ,68 ,0.0000,0.2134 ,0.2134 ,,,,,,,,,,,,
,microscope ,1/11/2012,34.0 ,124.0 ,81 ,0.0000,0.1585 ,0.1585 ,,,,,,,,,,,,
,microscope ,12/23/2011,32.8 ,125.3 ,81 ,0.0000,1.2579 ,1.2579 ,,,,,,,,,,,,
,microscope ,12/24/2011,32.6 ,125.8 ,89 ,0.0000,1.7928 ,1.7928 ,,,,,,,,,,,,
,microscope ,12/24/2011,32.0 ,126.6 ,105 ,0.0045,2.9588 ,2.9597 ,,,,,,,,,,,,
,microscope ,1/8/2012,31.9 ,122.6 ,32 ,0.0000,0.0361 ,0.0361 ,,,,,,,,,,,,
,microscope ,1/8/2012,32.0 ,123.0 ,40 ,0.0000,0.0877 ,0.0877 ,,,,,,,,,,,,
,microscope ,1/9/2012,32.2 ,123.4 ,40 ,0.0000,0.0983 ,0.0983 ,,,,,,,,,,,,
,microscope ,1/9/2012,32.3 ,123.8 ,40 ,0.0000,0.1675 ,0.1675 ,,,,,,,,,,,,
,microscope ,1/9/2012,32.4 ,124.3 ,46 ,0.0008,0.3518 ,0.3519 ,,,,,,,,,,,,
,microscope ,1/9/2012,32.6 ,124.7 ,52 ,0.0000,0.2348 ,0.2348 ,,,,,,,,,,,,
,microscope ,1/9/2012,32.7 ,125.1 ,73 ,0.0000,0.3819 ,0.3819 ,,,,,,,,,,,,
,microscope ,1/7/2012,27.5 ,121.9 ,79 ,0.0000,0.7512 ,0.7512 ,,,,,,,,,,,,
,microscope ,1/7/2012,27.6 ,122.6 ,87 ,0.0000,0.2556 ,0.2556 ,,,,,,,,,,,,
,microscope ,1/7/2012,27.5 ,122.9 ,92 ,0.0000,0.5158 ,0.5158 ,,,,,,,,,,,,
,microscope ,1/7/2012,27.5 ,123.4 ,103 ,0.0000,0.8877 ,0.8877 ,,,,,,,,,,,,
,microscope ,1/7/2012,27.5 ,124.4 ,106 ,0.0000,0.7267 ,0.7267 ,,,,,,,,,,,,
,microscope ,1/6/2012,27.5 ,125.3 ,110 ,0.0000,0.2579 ,0.2579 ,,,,,,,,,,,,
,microscope ,1/6/2012,27.3 ,126.3 ,200 ,0.0000,0.7530 ,0.7530 ,,,,,,,,,,,,
,microscope ,12/31/2011,31.1 ,123.1 ,67 ,0.0000,0.5844 ,0.5844 ,,,,,,,,,,,,
,microscope ,12/31/2011,31.1 ,123.5 ,46 ,0.0000,0.6784 ,0.6784 ,,,,,,,,,,,,
,microscope ,12/31/2011,31.1 ,123.9 ,43 ,0.0000,1.0766 ,1.0766 ,,,,,,,,,,,,
,microscope ,12/31/2011,31.1 ,124.4 ,48 ,0.0000,0.7069 ,0.7069 ,,,,,,,,,,,,
,microscope ,12/31/2011,31.1 ,124.8 ,55 ,0.0000,1.0123 ,1.0123 ,,,,,,,,,,,,
,microscope ,12/31/2011,31.1 ,125.3 ,57 ,0.0000,0.1751 ,0.1751 ,,,,,,,,,,,,
,microscope ,1/1/2012,31.5 ,125.8 ,68 ,0.0000,0.1345 ,0.1345 ,,,,,,,,,,,,
,microscope ,12/29/2011,29.5 ,122.7 ,49 ,0.0000,0.1043 ,0.1043 ,,,,,,,,,,,,
,microscope ,12/29/2011,28.9 ,124.0 ,75 ,0.0000,0.4854 ,0.4854 ,,,,,,,,,,,,
,microscope ,12/28/2011,28.5 ,124.8 ,101 ,0.0105,2.8222 ,2.8243 ,,,,,,,,,,,,
,microscope ,12/28/2011,28.0 ,126.1 ,122 ,0.0019,1.1150 ,1.1154 ,,,,,,,,,,,,
,microscope ,12/25/2011,31.0 ,122.7 ,29 ,0.0000,0.1117 ,0.1117 ,,,,,,,,,,,,
,microscope ,12/25/2011,30.8 ,123.0 ,51 ,0.0000,0.2946 ,0.2946 ,,,,,,,,,,,,
,microscope ,12/25/2011,30.6 ,123.4 ,57 ,0.0000,1.0596 ,1.0596 ,,,,,,,,,,,,
,microscope ,12/26/2011,30.4 ,123.8 ,57 ,0.0000,0.8053 ,0.8053 ,,,,,,,,,,,,
,microscope ,12/27/2011,30.2 ,124.1 ,57 ,0.0000,0.5871 ,0.5871 ,,,,,,,,,,,,
,microscope ,12/27/2011,30.0 ,124.5 ,64 ,0.0000,0.5602 ,0.5602 ,,,,,,,,,,,,
,microscope ,12/27/2011,29.9 ,125.0 ,55 ,0.0000,0.3610 ,0.3610 ,,,,,,,,,,,,
,microscope ,12/27/2011,29.6 ,125.3 ,89 ,0.0000,1.1376 ,1.1376 ,,,,,,,,,,,,
,microscope ,12/27/2011,29.4 ,125.7 ,100 ,0.0000,1.1119 ,1.1119 ,,,,,,,,,,,,
,microscope ,12/27/2011,29.0 ,126.4 ,108 ,0.0000,1.1626 ,1.1626 ,,,,,,,,,,,,
,microscope ,12/27/2011,28.7 ,126.8 ,192 ,0.0000,1.1004 ,1.1004 ,,,,,,,,,,,,
,microscope ,12/28/2011,28.5 ,127.3 ,200 ,0.0009,0.7108 ,0.7110 ,,,,,,,,,,,,
,microscope ,12/29/2011,29.3 ,123.2 ,38 ,0.0043,0.3743 ,0.3751 ,,,,,,,,,,,,
,microscope ,1/2/2012,28.9 ,122.5 ,55 ,0.0000,0.0852 ,0.0852 ,,,,,,,,,,,,
,microscope ,1/2/2012,28.2 ,122.4 ,72 ,0.0000,0.1240 ,0.1240 ,,,,,,,,,,,,
,microscope ,1/3/2012,26.9 ,121.2 ,74 ,0.0000,0.1540 ,0.1540 ,,,,,,,,,,,,
,microscope ,1/5/2012,26.6 ,122.6 ,105 ,0.0000,0.0877 ,0.0877 ,,,,,,,,,,,,
,microscope ,1/5/2012,26.6 ,124.2 ,134 ,0.0000,0.1638 ,0.1638 ,,,,,,,,,,,,
,microscope ,1/6/2012,27.1 ,125.2 ,123 ,0.0000,0.5906 ,0.5906 ,,,,,,,,,,,,
,microscope ,3/18/2011,36.3 ,122.9 ,67 ,0.0000,0.1164 ,0.1164 ,,,,,,,,,,,,
,microscope ,3/18/2011,36.1 ,123.2 ,73 ,0.0000,0.2469 ,0.2469 ,,,,,,,,,,,,
,microscope ,3/18/2011,35.5 ,123.6 ,78 ,0.0000,0.0972 ,0.0972 ,,,,,,,,,,,,
,microscope ,3/18/2011,35.0 ,124.0 ,81 ,0.0000,0.0633 ,0.0633 ,,,,,,,,,,,,
,microscope ,3/19/2011,34.3 ,124.5 ,92 ,0.0000,0.0386 ,0.0386 ,,,,,,,,,,,,
,microscope ,3/19/2011,33.8 ,124.8 ,88 ,0.0000,0.0553 ,0.0553 ,,,,,,,,,,,,
,microscope ,4/7/2011,36.1 ,122.0 ,42 ,0.0000,0.0000 ,0.0000 ,,,,,,,,,,,,
,microscope ,4/6/2011,36.1 ,122.6 ,64 ,0.0000,0.0000 ,0.0000 ,,,,,,,,,,,,
,microscope ,4/5/2011,36.1 ,123.7 ,78 ,0.0000,0.0000 ,0.0000 ,,,,,,,,,,,,
,microscope ,4/5/2011,36.1 ,124.4 ,82 ,0.0000,0.0083 ,0.0083 ,,,,,,,,,,,,
,microscope ,4/4/2011,35.0 ,121.4 ,37 ,0.0000,0.0000 ,0.0000 ,,,,,,,,,,,,
,microscope ,4/4/2011,35.0 ,122.5 ,66 ,0.0000,0.1523 ,0.1523 ,,,,,,,,,,,,
,microscope ,4/3/2011,35.0 ,123.5 ,78 ,0.0000,0.0000 ,0.0000 ,,,,,,,,,,,,
,microscope ,4/3/2011,35.0 ,124.5 ,92 ,0.0000,1.5543 ,1.5543 ,,,,,,,,,,,,
,microscope ,3/30/2011,32.8 ,122.7 ,30 ,0.0000,0.0000 ,0.0000 ,,,,,,,,,,,,
,microscope ,3/30/2011,32.8 ,123.6 ,44 ,0.0000,0.2167 ,0.2167 ,,,,,,,,,,,,
